[2026-08-28 10:10:35] ,-1,0,0,18
[2026-08-28 10:10:35] ms,energy,r1600,r2000,r2400,r280ms,energy,r1600,r2000,r2400,r2800,best,tone,armed,move,dropped
[2026-08-28 10:10:45] 7750,6,0.012,0.008,0.002,0.000,0,-1,0,0,34
[2026-08-28 10:10:45] 7779,1,0.005,0.005,0.005,0.005,3,-1,0,0,35
[2026-08-28 10:10:45] 7808,1,0.005,0.005,0.005,0.005,1,-1,0,0,35
[2026-08-28 10:10:45] 7838,3,0.004,0.002,0.004,0.004,0,-1,0,0,35
[2026-08-28 10:10:45] 7866,2,0.010,0.005,0.000,0.005,0,-1,0,0,35
[2026-08-28 10:10:45] 7892,3,0.003,0.008,0.002,0.009,3,-1,0,0,35
[2026-08-28 10:10:45] 7922,2,0.007,0.000,0.007,0.009,3,-1,0,0,35
[2026-08-28 10:10:45] 7948,2,0.010,0.010,0.010,0.010,1,-1,0,0,36
[2026-08-28 10:10:45] 7972,0,0.000,0.000,0.000,0.000,-1,-1,0,0,36
[2026-08-28 10:10:45] 8001,6,0.001,0.003,0.005,0.002,2,-1,0,0,36
[2026-08-28 10:10:45] 8032,3,0.001,0.002,0.004,0.003,2,-1,0,0,36
[2026-08-28 10:10:45] 8061,4,0.001,0.000,0.006,0.006,3,-1,0,0,36
[2026-08-28 10:10:45] 8092,4,0.000,0.005,0.002,0.004,1,-1,0,0,36
